Course code,Academic Year,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte,Engelsk titel,Undervisningssprog,Point( ECTS ),Kursustype,Evalueringsform,Hjælpemidler,Bedømmelsesform,Institut,Mulighed for GRØN DYST deltagelse,Ekstern samarbejdsinstitution,forudsætninger,WMA
42401,2018-2019,2018,Winter,135,154,6.4,150,Introduction to Management Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.230456954527234
42401,2018-2019,2019,Summer,7,9,4.7,7,Introduction to Management Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.236591741889356
42401,2019-2020,2019,Winter,169,186,6.6,183,Introduction to Management Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.237144964133277
42401,2019-2020,2020,Summer,13,14,6.4,13,Introduction to Management Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.243867522326438
42401,2020-2021,2020,Winter,135,156,6.6,149,Introduction to Management Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.244405539469845
42401,2020-2021,2021,Summer,21,22,6.8,21,Introduction to Management Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.249923430321592
42402,2021-2022,2021,Winter,200,200,6.7,200,Sustainable Operations and Supply Chain Management,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.25060946758894
42402,2022-2023,2022,Winter,185,186,7.2,185,Sustainable Operations and Supply Chain Management (O&SCM),Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.257628499649186
42402,2023-2024,2023,Winter,191,200,7.2,198,Sustainable Operations and Supply Chain Management (O&SCM),Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Ja,8.262075548888586
42402,2023-2024,2024,Summer,5,5,8.0,5,Sustainable Operations and Supply Chain Management (O&SCM),Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Ja,8.266876712328767
42404,2023-2024,2024,Summer,47,47,8.3,47,Maritime Logistics and Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.266907181185067
42406,2017-2018,2017,Winter,47,47,9.9,47,Introduction to Production,Dansk,5,Bachelor,Anden,Tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.2668716284173
42406,2018-2019,2018,Winter,48,50,9.4,48,Introduction to Production,Dansk,5,Bachelor,Anden,Tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.265115214754813
42406,2019-2020,2019,Winter,63,64,9.8,63,Introduction to Production,Dansk,5,Bachelor,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.263867317251965
42406,2020-2021,2020,Winter,78,80,9.3,78,Introduction to Production,Dansk,5,Bachelor,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.261647166781373
42406,2021-2022,2021,Winter,59,59,9.7,59,Introduction to Production,Dansk,5,Bachelor,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.259785806214378
42415,2017-2018,2017,Winter,40,45,6.3,44,Engineering Economy,Dansk,5,Bachelor,Skriftlig eksamen,Tilladt,intern bedømmelse,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.257830299403954
42415,2017-2018,2018,Summer,112,129,5.8,126,Engineering Economy,Dansk,5,Bachelor,Skriftlig eksamen,Tilladt,intern bedømmelse,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.259814784952429
42415,2018-2019,2018,Winter,39,45,6.2,41,Engineering Economy,Dansk,5,Bachelor,Skriftlig eksamen,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.26697548691172
42415,2018-2019,2019,Summer,64,80,5.5,71,Engineering Economy,Dansk,5,Bachelor,Skriftlig eksamen,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.268935294389713
42415,2019-2020,2020,Summer,118,133,7.2,124,Engineering Economy,Dansk,5,Bachelor,Skriftlig eksamen,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.273489147807556
42415,2020-2021,2021,Summer,120,149,5.9,135,Engineering Economy,Dansk,5,Bachelor,Skriftlig eksamen,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.276581411015867
42417,2017-2018,2018,Summer,93,98,9.7,94,Simulation in Operations Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Ja,8.284058072334078
42417,2018-2019,2019,Summer,110,116,8.5,114,Simulation in Operations Management,Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Ja,8.280949600635248
42417,2019-2020,2020,Summer,157,165,9.1,160,Simulation in Operations Management,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Ja,8.28036483701761
42417,2020-2021,2021,Summer,152,156,9.2,152,Simulation in Operations Management,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Ja,8.277282342986085
42417,2022-2023,2023,Summer,166,179,8.1,174,Simulation in Operations Management,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Ja,8.273973862993017
42421,2017-2018,2017,Winter,89,90,6.9,89,Management and Organization,Dansk,5,Bachelor,Anden,Ikke tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.274690890141645
42421,2018-2019,2018,Winter,64,66,6.8,65,Management and Organization,Dansk,5,Bachelor,Anden,Ikke tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.27759500581547
42421,2019-2020,2019,Winter,76,76,7.6,76,Management and Organization,Dansk,5,Bachelor,Anden,Ikke tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.279878280715101
42421,2020-2021,2020,Winter,107,107,8.3,107,Management and Organization,Dansk,5,Bachelor,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.281108888253787
42421,2021-2022,2021,Winter,133,133,9.5,133,Management and Organization,Dansk,5,Bachelor,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.281060624149376
42421,2022-2023,2022,Winter,151,154,9.6,154,Management and Organization,Engelsk,5,Bachelor,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.277177349813165
42421,2023-2024,2023,Winter,205,206,8.9,206,Management and Organization,Engelsk,5,"Bachelor, Diplomingeniør",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.272279655719576
42429,2017-2018,2018,Summer,191,194,9.8,191,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.269155310718082
42429,2018-2019,2019,Summer,324,337,9.6,324,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.262057916838605
42429,2019-2020,2020,Summer,333,341,8.6,333,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.251452058816334
42429,2020-2021,2021,Summer,321,342,8.6,322,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.24858904785397
42429,2021-2022,2022,Summer,442,455,8.7,447,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.245775523397484
42429,2022-2023,2023,Summer,384,398,8.6,384,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.240670337683236
42430,2017-2018,2017,Winter,192,195,10.0,192,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.237167085586613
42430,2018-2019,2018,Winter,300,311,9.8,300,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.228531700471997
42430,2019-2020,2019,Winter,326,335,9.5,326,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.216410849723614
42430,2020-2021,2020,Winter,512,516,8.9,512,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.20556146127719
42430,2021-2022,2021,Winter,483,488,9.1,483,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.19621882965026
42430,2022-2023,2022,Winter,458,465,8.3,458,Project Management,Engelsk,5,"Kandidat, Bachelor",Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.184601053920263
42433,2017-2018,2017,Winter,62,63,10.3,62,"Advanced Engineering Project, Program and Portfolio Management",Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Måske,Ja,Ja,8.183177066494233
42433,2017-2018,2018,Summer,83,86,9.4,83,"Advanced Engineering Project, Program and Portfolio Management",Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Måske,Ja,Ja,8.179635127111782
42433,2018-2019,2019,Summer,104,105,9.0,104,"Advanced Engineering Project, Program and Portfolio Management",Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Måske,Ja,Ja,8.176895404506233
42433,2019-2020,2020,Summer,151,154,9.7,151,"Advanced Engineering Project, Program and Portfolio Management",Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Måske,Ja,Ja,8.174573466786013
42433,2020-2021,2021,Summer,162,162,8.8,162,"Advanced Engineering Project, Program and Portfolio Management",Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Måske,Ja,Ja,8.168299923738967
42433,2021-2022,2022,Summer,142,147,9.0,142,"Advanced Engineering Project, Program and Portfolio Management",Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Måske,Ja,Ja,8.165500355638233
42433,2022-2023,2023,Summer,174,176,8.8,174,"Advanced Engineering Project, Program and Portfolio Management",Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Måske,Ja,Ja,8.162245962869383
42435,2017-2018,2017,Winter,149,157,9.7,157,Knowledge-based Entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Måske,Ja,Ja,8.15918372978641
42435,2018-2019,2018,Winter,170,173,9.9,173,Knowledge-based Entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Måske,Ja,Ja,8.152479144147888
42435,2019-2020,2019,Winter,163,165,9.2,163,Knowledge-based Entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Måske,Ja,Nej,8.14405981953882
42435,2020-2021,2020,Winter,131,132,8.4,131,Knowledge-based Entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Måske,Ja,Nej,8.139244649601341
42435,2021-2022,2021,Winter,235,236,8.2,235,Knowledge-based Entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Måske,Ja,Nej,8.138285505700003
42436,2020-2021,2020,Winter,67,70,9.8,67,Technology Entrepreneurship (old title: Commercialization of high-tech concepts),Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Nej,8.137875575906609
42436,2021-2022,2021,Winter,127,128,9.4,127,Technology Entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Nej,8.134721907566831
42438,2017-2018,2018,Summer,4,4,10.8,4,Business model design for growth entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Ja,Ja,Ja,8.13015489555208
42438,2018-2019,2019,Summer,13,15,8.8,13,Business model design for growth entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ja,Ja,Ja,8.129851340212044
42438,2019-2020,2020,Summer,41,41,10.0,41,Business model design for growth entrepreneurship,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.129603616924474
42439,2017-2018,2017,Winter,8,11,11.8,8,Market Opportunity Recognition for Technology,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Ja,Ja,Ja,8.127420502747173
42439,2018-2019,2018,Winter,14,15,10.5,15,Market Opportunity Recognition for Technology,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ja,Ja,Ja,8.126583900452744
42439,2019-2020,2019,Winter,22,24,9.4,22,Market Opportunity Recognition for Technology,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.125569735642658
42451,2017-2018,2017,Winter,59,64,9.8,59,Mass Customization - application of product configuration,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.124770537597625
42451,2018-2019,2018,Winter,58,61,9.5,58,Mass Customization - application of product configuration,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.1219484338863
42451,2019-2020,2019,Winter,58,58,9.5,58,Mass Customization - application of product configuration,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.119662519662516
42451,2020-2021,2020,Winter,65,65,9.5,65,Mass Customization - application of product configuration,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.11736900908127
42451,2021-2022,2021,Winter,116,118,9.3,116,Mass Customization - application of product configuration,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.114789621720908
42452,2017-2018,2017,Winter,29,30,10.1,29,Complexity Management,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.110830501641418
42452,2018-2019,2018,Winter,43,44,10.2,43,Complexity Management,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.109167939591316
42452,2019-2020,2019,Winter,87,88,9.9,87,Complexity Management,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.10657355572228
42452,2020-2021,2020,Winter,123,126,9.1,123,Complexity Management,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.102059767986805
42457,2017-2018,2017,Winter,111,118,7.7,112,Supply Chain Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Måske,Ja,Ja,8.098496109627218
42457,2018-2019,2018,Winter,67,68,9.2,67,Supply Chain Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Ja,8.099796108586737
42459,2017-2018,2018,Summer,88,89,7.9,89,Planning and Scheduling in Manufacturing and Services,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,42 DTU Management Engineering,Måske,Ja,Ja,8.097644827083025
42459,2018-2019,2019,Summer,46,48,8.5,48,Planning and Scheduling in Manufacturing and Services,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Måske,Ja,Ja,8.098159527153555
42467,2017-2018,2017,Winter,26,26,8.8,26,Strategic differentiation,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,42 DTU Management Engineering,Ja,Ja,Ja,8.09759435067979
42467,2017-2018,2018,Summer,27,27,9.3,27,Strategic differentiation,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,42 DTU Management Engineering,Ja,Ja,Ja,8.097058823529409
42467,2018-2019,2019,Summer,59,59,7.1,59,Strategic differentiation,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ja,Ja,Ja,8.096105649303006
42490,2017-2018,2017,Winter,432,443,7.2,433,"Technology, economics, management and organisation (TEMO)",Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.097833372530571
42490,2017-2018,2018,Summer,401,412,7.5,403,"Technology, economics, management and organisation (TEMO)",Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.109409522675161
42490,2018-2019,2018,Winter,462,466,8.2,462,"Technology, economics, management and organisation (TEMO)",Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.116811332127785
42490,2018-2019,2019,Summer,379,385,7.6,381,"Technology, economics, management and organisation (TEMO)",Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.115636652607124
42490,2019-2020,2019,Winter,527,537,7.1,529,"Technology, management, organisation and Business models (TEMO)",Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.121711970807432
42490,2019-2020,2020,Summer,467,480,8.4,468,"Technology, management, organisation and Business models (TEMO)",Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.138704099597584
42490,2020-2021,2020,Winter,566,573,7.7,566,"Technology, management, organisation and Business models (TEMO)",Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.134802169751115
42490,2020-2021,2021,Summer,532,537,8.1,532,"Technology, management, organisation and Business models (TEMO)",Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.142799116136995
42530,2017-2018,2017,Winter,45,46,8.0,46,Strategy and Planning Methods,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Ikke oplyst,Ja,Ja,8.1435520137557
42530,2018-2019,2018,Winter,53,57,7.6,54,Strategy and Planning Methods,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Ja,8.143770698105707
42543,2021-2022,2022,Summer,99,99,8.5,99,Management of sustainable organizational changes,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Ja,8.144744874261825
42543,2023-2024,2024,Summer,323,333,8.5,330,Management of organizational change,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Ja,8.143574210298569
42554,2017-2018,2017,Winter,21,21,10.5,21,Social Entrepreneurship Theory and Practice,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Ikke oplyst,Ja,Nej,8.13961565644667
42554,2018-2019,2018,Winter,11,25,10.5,11,Social Entrepreneurship Theory and Practice,Engelsk,5,Bachelor,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Nej,8.137946248147646
42554,2019-2020,2019,Winter,7,7,11.1,7,Social Entrepreneurship: Consulting Theory and Practice,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ikke oplyst,Ja,Nej,8.1370708534079
42554,2021-2022,2021,Winter,7,7,10.1,7,Social Entrepreneurship: Theory and Practice,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Nej,8.136371908067666
42575,2017-2018,2017,Winter,175,176,10.3,175,Technology and Innovation Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,42 DTU Management Engineering,Ja,Ja,Ja,8.135908585296791
42575,2018-2019,2018,Winter,167,170,9.2,167,Technology and Innovation Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ja,Ja,Ja,8.123067272480668
42575,2019-2020,2019,Winter,212,216,9.2,212,Technology and Innovation Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.116934356351232
42575,2020-2021,2020,Winter,204,206,8.9,204,Technology and Innovation Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.109047504551228
42575,2021-2022,2021,Winter,236,240,8.8,236,Technology and Innovation Management,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.103466048635369
42576,2018-2019,2019,Summer,42,43,9.9,42,From Analytics to Action,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ja,Ja,Ja,8.09773305897534
42576,2019-2020,2020,Summer,91,91,10.0,91,From Analytics to Action,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.095089238936813
42576,2020-2021,2021,Summer,104,116,8.6,113,From Analytics to Action,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.089015416958652
42576,2021-2022,2022,Summer,187,188,9.9,187,From Analytics to Action,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.086984205157066
42576,2022-2023,2023,Summer,204,209,9.5,204,From Analytics to Action,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.074978753541075
42576,2023-2024,2024,Summer,165,167,9.8,167,From Analytics to Action,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.064609787416178
42577,2018-2019,2019,Summer,11,12,8.1,12,Introduction to Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Systemer, Produktion og Ledelse",Ikke oplyst,Ja,Ja,8.054210771825323
42577,2019-2020,2019,Winter,95,97,8.4,96,Introduction to Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.054191047133573
42577,2020-2021,2020,Winter,164,176,9.0,172,Introduction to Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.052995209106298
42577,2020-2021,2021,Summer,4,5,8.2,4,Introduction to Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.047091232012756
42577,2021-2022,2021,Winter,222,228,9.0,223,Introduction to Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.04706905927134
42577,2022-2023,2022,Winter,191,210,8.2,197,Introduction to Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.039302682552442
42577,2023-2024,2023,Winter,246,265,7.9,247,Introduction to Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.038137309037362
42578,2019-2020,2019,Winter,47,48,10.1,47,Advanced Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.039404859202019
42578,2019-2020,2020,Summer,74,77,11.2,74,Advanced Business Analytics,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,"42 Institut for Teknologi, Ledelse og Økonomi",Ja,Ja,Ja,8.035800677310108
